0.00195312,17.981,390.919,-83.2161
0.0158691,32.3657,369.201,-65.8794
0.0268555,19.7791,360.152,-57.2111
0.0368652,23.3752,378.25,-71.0804
0.0478516,23.3752,385.49,-74.5478
0.0588379,23.3752,378.25,-78.0151
0.0688477,37.76,374.631,-60.6784
0.079834,28.7695,376.44,-72.8141
0.0908203,16.1829,389.109,-78.0151
0.10083,8.99048,378.25,-84.9498
0.111816,19.7791,385.49,-67.6131
0.122803,21.5772,376.44,-76.2814
0.133789,21.5772,376.44,-72.8141
0.144775,21.5772,380.06,-79.7488
0.154785,21.5772,376.44,-79.7488
0.165771,8.99048,396.348,-81.4824
0.177002,21.5772,380.06,-83.2161
0.187988,19.7791,381.87,-71.0804
0.197998,30.5676,371.011,-74.5478
0.208984,25.1733,376.44,-69.3468
0.219971,28.7695,387.299,-69.3468
0.230957,25.1733,394.539,-62.4121
0.240967,21.5772,387.299,-76.2814
0.251953,23.3752,381.87,-78.0151
0.261963,16.1829,374.631,-74.5478
0.272949,26.9714,374.631,-71.0804
0.282959,21.5772,387.299,-65.8794
0.293945,26.9714,378.25,-78.0151
0.304932,21.5772,361.962,-69.3468
0.314941,21.5772,380.06,-83.2161
0.325928,32.3657,372.821,-72.8141
0.336914,28.7695,383.68,-83.2161
0.346924,17.981,376.44,-65.8794
0.35791,5.39429,378.25,-84.9498
0.368896,21.5772,372.821,-72.8141
0.378906,23.3752,389.109,-71.0804
0.389893,19.7791,381.87,-67.6131
0.399902,25.1733,380.06,-79.7488
0.410889,28.7695,383.68,-62.4121
0.420898,14.3848,361.962,-65.8794
0.431885,14.3848,398.158,-86.6835
0.442871,16.1829,374.631,-74.5478
0.452881,35.9619,380.06,-65.8794
0.463867,23.3752,378.25,-67.6131
0.473877,21.5772,380.06,-79.7488
0.484863,12.5867,389.109,-64.1458
0.49585,25.1733,394.539,-65.8794
0.505859,21.5772,365.582,-72.8141
0.516846,10.7886,376.44,-76.2814
0.526855,12.5867,378.25,-71.0804
0.537842,21.5772,376.44,-69.3468
0.548828,30.5676,381.87,-64.1458
0.558838,17.981,372.821,-72.8141
0.569824,32.3657,380.06,-69.3468
0.579834,32.3657,390.919,-97.0855
0.59082,23.3752,378.25,-81.4824
0.60083,16.1829,378.25,-67.6131
0.611816,25.1733,372.821,-72.8141
0.621826,19.7791,378.25,-74.5478
0.632812,23.3752,385.49,-64.1458
0.643799,25.1733,376.44,-72.8141
0.653809,23.3752,381.87,-67.6131
0.664795,23.3752,389.109,-78.0151
0.674805,28.7695,387.299,-65.8794
0.685791,28.7695,376.44,-69.3468
0.695801,19.7791,381.87,-71.0804
0.706787,28.7695,372.821,-69.3468
0.716797,32.3657,380.06,-79.7488
0.727783,7.19238,383.68,-69.3468
0.737793,14.3848,380.06,-62.4121
0.748779,30.5676,385.49,-64.1458
0.76001,23.3752,389.109,-81.4824
0.769775,26.9714,378.25,-60.6784
0.781006,28.7695,380.06,-72.8141
0.790771,26.9714,385.49,-67.6131
0.802002,25.1733,369.201,-72.8141
0.812012,14.3848,387.299,-72.8141
0.822998,32.3657,380.06,-69.3468
0.833984,19.7791,356.533,-71.0804
0.843994,30.5676,374.631,-74.5478
0.85498,25.1733,380.06,-79.7488
0.86499,26.9714,374.631,-67.6131
0.875977,14.3848,383.68,-72.8141
0.885986,19.7791,367.391,-64.1458
0.896973,14.3848,398.158,-72.8141
0.907959,28.7695,380.06,-69.3468
0.917969,19.7791,385.49,-78.0151
0.928955,16.1829,389.109,-64.1458
0.938965,26.9714,374.631,-81.4824
0.949951,17.981,372.821,-65.8794
0.959961,28.7695,369.201,-76.2814
0.970947,21.5772,383.68,-76.2814
0.980957,26.9714,371.011,-64.1458
0.991943,23.3752,381.87,-67.6131
1.00293,25.1733,383.68,-69.3468
1.01294,14.3848,380.06,-79.7488
1.02393,21.5772,387.299,-69.3468
1.03394,26.9714,378.25,-78.0151
1.04492,16.1829,378.25,-64.1458
1.05493,16.1829,381.87,-74.5478
1.06592,19.7791,367.391,-71.0804
1.07593,30.5676,378.25,-74.5478
1.08691,17.981,398.158,-72.8141
1.0979,28.7695,383.68,-72.8141
1.10791,26.9714,371.011,-60.6784
1.1189,30.5676,378.25,-64.1458
1.12891,17.981,369.201,-69.3468
1.13989,43.1543,365.582,-72.8141
1.15186,17.981,380.06,-76.2814
1.16284,8.99048,378.25,-64.1458
1.17285,21.5772,383.68,-62.4121
1.18384,23.3752,374.631,-71.0804
1.19385,16.1829,385.49,-64.1458
1.20483,30.5676,360.152,-74.5478
1.21484,19.7791,385.49,-71.0804
1.22583,26.9714,378.25,-74.5478
1.23682,19.7791,371.011,-71.0804
1.24683,14.3848,372.821,-72.8141
1.25781,23.3752,385.49,-78.0151
1.26782,34.1638,385.49,-71.0804
1.27881,17.981,398.158,-90.1508
1.28882,14.3848,380.06,-69.3468
1.2998,19.7791,378.25,-78.0151
1.31079,23.3752,378.25,-67.6131
1.3208,16.1829,378.25,-81.4824
1.33179,12.5867,396.348,-53.7437
1.3418,23.3752,381.87,-64.1458
1.35278,12.5867,385.49,-64.1458
1.36401,37.76,371.011,-64.1458
1.37378,26.9714,396.348,-74.5478
1.38501,12.5867,374.631,-78.0151
1.39478,26.9714,367.391,-67.6131
1.40601,34.1638,374.631,-84.9498
1.41577,28.7695,372.821,-83.2161
1.427,21.5772,383.68,-65.8794
1.43799,23.3752,385.49,-81.4824
1.448,16.1829,371.011,-57.2111
1.45898,19.7791,374.631,-84.9498
1.46899,23.3752,381.87,-67.6131
1.47998,3.59619,383.68,-83.2161
1.48999,19.7791,374.631,-60.6784
1.50098,30.5676,381.87,-81.4824
1.51196,21.5772,372.821,-62.4121
1.52197,26.9714,389.109,-71.0804
1.53296,26.9714,374.631,-60.6784
1.54297,34.1638,392.729,-78.0151
1.55396,14.3848,380.06,-69.3468
1.56494,3.59619,380.06,-79.7488
1.57593,28.7695,369.201,-65.8794
1.58691,26.9714,374.631,-57.2111
1.59692,14.3848,380.06,-65.8794
1.60791,23.3752,385.49,-60.6784
1.61792,35.9619,394.539,-83.2161
1.62891,10.7886,383.68,-65.8794
1.63892,8.99048,389.109,-64.1458
1.6499,17.981,387.299,-76.2814
1.66089,23.3752,385.49,-81.4824
1.67188,28.7695,369.201,-72.8141
1.68188,30.5676,378.25,-78.0151
1.69287,21.5772,380.06,-90.1508
1.70386,35.9619,369.201,-72.8141
1.71484,12.5867,378.25,-74.5478
1.72583,26.9714,378.25,-67.6131
1.73682,28.7695,387.299,-79.7488
1.74683,28.7695,387.299,-79.7488
1.75781,34.1638,392.729,-64.1458
1.7688,19.7791,381.87,-64.1458
1.77979,30.5676,385.49,-71.0804
1.78979,8.99048,378.25,-71.0804
1.80078,14.3848,390.919,-76.2814
1.81079,28.7695,380.06,-72.8141
1.82178,26.9714,385.49,-60.6784
1.83301,32.3657,383.68,-79.7488
1.84399,12.5867,381.87,-81.4824
1.854,23.3752,385.49,-67.6131
1.86499,17.981,376.44,-69.3468
1.875,16.1829,378.25,-67.6131
1.88599,19.7791,371.011,-74.5478
1.89697,10.7886,376.44,-76.2814
1.90796,19.7791,374.631,-78.0151
1.91797,19.7791,371.011,-74.5478
1.92896,21.5772,365.582,-76.2814
1.93896,23.3752,378.25,-64.1458
1.94995,34.1638,374.631,-84.9498
1.96094,26.9714,374.631,-67.6131
1.97095,26.9714,392.729,-78.0151
1.98193,26.9714,385.49,-81.4824
1.99194,23.3752,371.011,-78.0151
2.00293,16.1829,378.25,-74.5478
2.01294,23.3752,389.109,-64.1458
2.02393,35.9619,365.582,-72.8141
2.03491,21.5772,376.44,-76.2814
2.04492,16.1829,378.25,-60.6784
2.05591,30.5676,363.772,-71.0804
2.06689,12.5867,381.87,-64.1458
2.07788,23.3752,385.49,-88.4171
2.08789,19.7791,385.49,-71.0804
2.09888,23.3752,381.87,-84.9498
2.10986,10.7886,390.919,-62.4121
2.12085,25.1733,380.06,-76.2814
2.13086,25.1733,361.962,-58.9448
2.14185,30.5676,389.109,-74.5478
2.15283,21.5772,376.44,-62.4121
2.16284,19.7791,378.25,-81.4824
2.17383,19.7791,381.87,-71.0804
2.18481,23.3752,371.011,-60.6784
2.1958,25.1733,380.06,-76.2814
2.20581,12.5867,378.25,-81.4824
2.21777,25.1733,390.919,-72.8141
2.22778,12.5867,389.109,-60.6784
2.23901,16.1829,374.631,-74.5478
2.25,17.981,372.821,-83.2161
2.26099,30.5676,385.49,-81.4824
2.271,21.5772,387.299,-72.8141
2.28198,19.7791,399.968,-67.6131
2.29297,25.1733,380.06,-72.8141
2.30298,17.981,387.299,-55.4774
2.31396,28.7695,387.299,-83.2161
2.32495,14.3848,387.299,-76.2814
2.33594,21.5772,387.299,-69.3468
2.34595,12.5867,378.25,-71.0804
2.35693,32.3657,390.919,-83.2161
2.36792,32.3657,387.299,-69.3468
2.37891,12.5867,389.109,-71.0804
2.38892,19.7791,371.011,-71.0804
2.3999,21.5772,390.919,-83.2161
2.41089,25.1733,383.68,-83.2161
2.42188,10.7886,376.44,-72.8141
2.43286,10.7886,380.06,-58.9448
2.44287,12.5867,392.729,-74.5478
2.45386,17.981,376.44,-65.8794
2.46484,17.981,376.44,-65.8794
2.47583,30.5676,371.011,-57.2111
2.48682,14.3848,365.582,-65.8794
2.49683,19.7791,374.631,-74.5478
2.50781,23.3752,385.49,-81.4824
2.5188,19.7791,389.109,-78.0151
2.52979,14.3848,372.821,-52.0101
2.54077,30.5676,385.49,-74.5478
2.55078,30.5676,363.772,-71.0804
2.56201,25.1733,376.44,-76.2814
2.573,35.9619,387.299,-76.2814
2.58301,19.7791,381.87,-81.4824
2.59399,21.5772,380.06,-83.2161
2.60498,7.19238,380.06,-69.3468
2.61499,21.5772,387.299,-69.3468
2.62598,34.1638,374.631,-74.5478
2.63696,23.3752,389.109,-74.5478
2.64697,12.5867,378.25,-64.1458
2.65796,23.3752,371.011,-71.0804
2.66895,21.5772,387.299,-79.7488
2.67993,21.5772,383.68,-93.6181
2.68994,19.7791,378.25,-57.2111
